timestamp,Value
1.003,4.13
1.011,2.03
1.019,-1.1200000000000012
1.027,-5.410000000000002
1.035,-9.410000000000002
1.043,-11.690000000000005
1.051,-11.470000000000006
1.059,-9.780000000000001
1.067,-8.16
1.076,-7.090000000000001
1.084,-6.59
1.092,-7.000000000000002
1.1,-7.750000000000003
1.108,-8.340000000000003
1.116,-8.470000000000002
1.124,-7.630000000000002
1.132,-5.750000000000002
1.14,-3.190000000000001
1.148,-1.0600000000000005
1.148,-0.34000000000000036
1.164,-0.9100000000000001
1.172,-1.4400000000000004
1.18,-0.6300000000000003
1.188,1.16
1.196,2.34
1.204,1.4700000000000002
1.212,-1.3399999999999999
1.22,-4.16
1.228,-4.910000000000002
1.236,-2.91
1.244,-0.6300000000000007
1.252,-1.3400000000000023
1.26,-5.9100000000000055
1.268,-11.940000000000007
1.276,-16.62000000000001
1.284,-18.560000000000013
1.292,-18.16000000000001
1.3,-15.840000000000005
1.308,-12.440000000000003
1.316,-9.279999999999998
1.324,-7.499999999999997
1.332,-7.469999999999997
1.34,-7.339999999999997
1.348,-5.629999999999999
1.356,-2.1599999999999997
1.365,0.9699999999999989
1.373,2.4699999999999984
1.375,3.22
1.383,4.530000000000001
1.391,6.000000000000002
1.399,5.970000000000001
1.407,3.4100000000000015
1.415,-0.05999999999999872
1.423,-1.8099999999999994
1.431,-0.7199999999999994
1.447,1.8800000000000008
1.455,4.840000000000002
1.463,7.940000000000003
1.471,11.560000000000004
1.479,15.560000000000002
1.487,18.78000000000001
1.495,20.310000000000006
1.503,20.03
1.503,17.56
1.511,12.69
1.519,6.590000000000004
1.527,1.1600000000000035
1.535,-2.1599999999999993
1.543,-3.09
1.551,-2.9400000000000013
1.559,-3.4100000000000024
1.567,-4.750000000000003
1.575,-5.970000000000002
1.583,-5.750000000000002
1.591,-4.0
1.599,-1.590000000000001
1.607,0.6299999999999999
1.623,2.0000000000000004
1.631,2.5900000000000003
1.639,2.4100000000000015
1.647,1.5000000000000016
1.655,0.9700000000000013
1.663,1.9400000000000017
1.671,5.530000000000002
1.679,11.030000000000003
1.687,15.970000000000011
1.687,17.810000000000006
1.694,15.97000000000001
1.703,11.970000000000006
1.718,8.030000000000005
1.718,5.470000000000002
1.726,4.220000000000001
1.734,3.6300000000000017
1.743,3.530000000000001
1.75,3.9400000000000017
1.758,5.130000000000001
1.766,6.8100000000000005
1.774,8.13
1.79,8.25
1.798,6.63
1.806,3.63
1.814,0.059999999999997874
1.822,-2.940000000000002
1.83,-5.2500000000000036
1.838,-7.780000000000006
1.846,-10.560000000000008
1.854,-12.720000000000006
1.862,-12.970000000000006
1.87,-10.78
1.87,-6.410000000000003
1.878,-1.7500000000000004
1.894,1.250000000000003
1.899,1.1900000000000037
1.906,-1.5599999999999987
1.914,-5.659999999999998
1.922,-9.19
1.93,-11.28
1.938,-12.909999999999997
1.946,-16.029999999999998
1.956,-20.97
1.964,-25.810000000000002
1.972,-27.500000000000004
1.98,-24.910000000000004
1.988,-18.810000000000006
1.996,-11.250000000000009
2.004,-3.63
2.012,3.3100000000000027
2.02,8.53
2.028,11.279999999999998
2.036,11.63
2.044,10.34
2.052,8.659999999999998
2.06,7.28
2.068,6.8400000000000025
2.076,7.780000000000005
2.084,9.750000000000005
2.092,11.910000000000005
2.1,13.440000000000003
2.108,14.130000000000008
2.116,13.970000000000013
2.124,12.84000000000001
2.132,10.660000000000005
2.14,7.780000000000003
2.148,5.380000000000004
2.156,4.310000000000002
2.164,4.440000000000004
2.172,4.940000000000003
2.18,4.590000000000002
2.188,2.9700000000000006
2.196,0.9700000000000013
2.204,0.16000000000000114
2.212,0.8100000000000004
2.22,1.69
2.228,1.75
2.236,1.0300000000000002
2.244,0.7200000000000004
2.252,1.0300000000000014
2.26,0.7200000000000024
2.268,-1.6899999999999973
2.276,-5.879999999999997
2.284,-10.840000000000002
2.292,-16.160000000000014
2.3,-20.940000000000005
2.308,-22.310000000000002
2.316,-17.94000000000001
2.324,-9.090000000000002
2.332,0.5000000000000014
2.34,7.880000000000001
2.348,12.780000000000006
2.356,16.75000000000001
2.364,20.22000000000001
2.372,21.810000000000013
2.38,19.870000000000008
2.388,14.719999999999999
2.396,8.28
2.404,3.0600000000000023
2.412,0.3400000000000012
2.42,0.5899999999999995
2.429,3.129999999999999
2.436,6.219999999999997
2.447,8.379999999999999
2.455,8.809999999999999
2.463,8.220000000000002
2.471,7.13
2.471,5.879999999999999
2.479,4.28
2.495,3.09
2.503,2.660000000000001
2.511,2.5600000000000014
2.519,2.310000000000001
2.527,1.1900000000000013
2.535,-0.4999999999999992
2.543,-2.13
2.551,-4.160000000000002
2.559,-7.440000000000004
2.567,-12.190000000000001
2.575,-16.720000000000002
2.583,-19.120000000000008
2.591,-18.340000000000007
2.599,-14.840000000000009
2.607,-10.590000000000007
2.615,-7.31
2.623,-5.499999999999997
2.631,-4.13
2.639,-2.1899999999999995
2.647,0.4399999999999994
2.655,3.089999999999999
2.663,4.969999999999999
2.671,5.2799999999999985
2.679,4.500000000000001
2.687,3.720000000000001
2.695,3.9999999999999996
2.703,4.969999999999999
2.711,5.719999999999999
2.719,5.529999999999999
2.727,4.7200000000000015
2.735,4.340000000000003
2.743,5.090000000000001
2.751,7.470000000000001
2.759,10.280000000000001
2.767,11.440000000000001
2.775,10.16
2.783,7.589999999999998
2.791,5.590000000000003
2.799,5.280000000000003
2.807,6.3800000000000034
2.815,7.530000000000005
2.823,7.090000000000002
2.831,3.910000000000002
2.839,-1.3700000000000039
2.847,-5.970000000000006
2.855,-7.530000000000005
2.863,-6.560000000000003
