timestamp,Value
1.004,5.530000000000003
1.014,11.590000000000003
1.024,13.340000000000002
1.024,7.3100000000000005
1.034,1.0599999999999996
1.034,2.7200000000000006
1.044,9.530000000000001
1.054,11.470000000000002
1.064,4.44
1.074,-4.030000000000005
1.084,-3.6300000000000017
1.094,4.060000000000004
1.104,8.910000000000004
1.104,4.629999999999999
1.114,-2.34
1.124,-2.029999999999999
1.134,4.66
1.134,8.53
1.144,4.250000000000001
1.154,-2.5599999999999996
1.164,-2.66
1.174,3.0600000000000014
1.184,6.130000000000001
1.184,1.8800000000000006
1.194,-3.56
1.204,-1.9099999999999997
1.214,4.8100000000000005
1.214,7.500000000000002
1.224,1.5900000000000007
1.234,-5.590000000000002
1.244,-4.440000000000003
1.254,3.750000000000001
1.254,8.940000000000001
1.264,4.839999999999998
1.274,-3.0600000000000005
1.284,-4.779999999999999
1.294,0.6900000000000017
1.304,5.280000000000001
1.305,3.0300000000000002
1.315,-2.0900000000000003
1.325,-2.0300000000000002
1.335,2.6900000000000004
1.335,4.3100000000000005
1.345,-1.2499999999999996
1.359,-7.56
1.363,-5.970000000000001
1.373,1.7200000000000006
1.383,5.130000000000003
1.383,-1.6599999999999986
1.393,-11.250000000000004
1.403,-12.160000000000004
1.403,-4.249999999999998
1.413,1.8800000000000023
1.423,-0.9999999999999996
1.433,-7.780000000000001
1.443,-8.190000000000001
1.453,-1.81
1.453,2.38
1.463,-1.7800000000000002
1.473,-8.190000000000003
1.483,-6.500000000000003
1.493,2.1900000000000013
1.503,7.470000000000001
1.503,2.8400000000000003
1.513,-5.129999999999999
1.523,-5.75
1.533,1.0000000000000002
1.543,5.630000000000001
1.553,1.1900000000000008
1.553,-6.38
1.563,-6.380000000000002
1.573,1.0900000000000007
1.583,6.34
1.593,3.060000000000001
1.593,-2.6299999999999994
1.603,-0.81
1.613,7.25
1.623,10.91
1.623,3.34
1.633,-7.63
1.643,-9.75
1.653,-2.2200000000000006
1.663,4.28
1.673,1.31
1.673,-5.660000000000001
1.683,-5.659999999999998
1.693,1.5000000000000013
1.705,5.6899999999999995
1.705,0.1899999999999984
1.715,-8.690000000000001
1.725,-9.5
1.735,-1.5299999999999996
1.745,4.970000000000001
1.755,1.7500000000000013
1.755,-6.0600000000000005
1.765,-7.190000000000001
1.775,-0.12000000000000144
1.775,6.03
1.785,3.130000000000001
1.795,-3.88
1.805,-4.22
1.815,3.000000000000001
1.825,8.06
1.825,4.030000000000001
1.835,-2.969999999999999
1.845,-2.0299999999999985
1.855,6.500000000000002
1.855,11.810000000000002
1.875,6.190000000000005
1.875,-3.409999999999999
1.885,-4.529999999999999
1.895,3.3100000000000036
1.895,8.910000000000002
1.906,4.499999999999999
1.915,-3.6600000000000006
1.926,-3.5599999999999996
1.935,5.440000000000002
1.945,12.440000000000001
1.945,8.160000000000002
1.956,-1.63
1.965,-4.22
1.965,2.5300000000000025
1.976,8.720000000000002
1.985,5.690000000000001
1.995,-1.5599999999999983
2.006,-1.4999999999999987
2.006,6.160000000000005
2.015,10.940000000000001
2.025,5.060000000000002
2.035,-5.31
2.045,-7.500000000000003
2.055,0.41000000000000236
2.055,7.810000000000001
2.065,4.970000000000001
2.075,-4.159999999999999
2.085,-6.940000000000001
2.095,-0.5600000000000005
2.095,5.780000000000003
2.105,3.2200000000000006
2.115,-3.7500000000000018
2.125,-3.9700000000000024
2.137,3.66
2.139,8.56
2.149,2.59
2.159,-7.81
2.159,-9.379999999999999
2.169,0.06000000000000094
2.179,8.91
2.189,6.25
2.199,-3.4399999999999986
2.209,-6.589999999999999
2.209,0.0600000000000005
2.219,6.66
2.229,3.2200000000000006
2.239,-5.4700000000000015
2.249,-7.030000000000001
2.249,0.9100000000000001
2.259,8.129999999999999
2.269,4.7799999999999985
2.279,-4.219999999999998
2.289,-5.7799999999999985
2.299,2.7799999999999994
2.299,10.19
2.309,6.530000000000003
2.319,-2.9399999999999977
2.329,-5.159999999999999
2.339,2.0600000000000005
2.349,8.280000000000003
2.349,3.720000000000001
2.359,-6.250000000000003
2.369,-8.41
2.379,0.44000000000000083
2.384,9.250000000000004
2.39,6.880000000000001
2.4,-2.4399999999999995
