timestamp,Value
1.007,3.75
1.007,-3.3306690738754696e-16
1.017,-3.190000000000001
1.027,-4.910000000000001
1.037,-4.25
1.047,-1.7200000000000002
1.047,0.84
1.057,1.97
1.067,1.7199999999999995
1.077,0.7499999999999994
1.077,-1.0000000000000007
1.087,-3.1300000000000003
1.097,-4.720000000000001
1.107,-4.970000000000001
1.115,-3.530000000000001
1.123,-1.1900000000000004
1.131,0.36999999999999944
1.139,-0.6300000000000008
1.147,-3.4400000000000004
1.155,-4.969999999999999
1.163,-3.0
1.173,1.5600000000000005
1.181,5.3100000000000005
1.189,5.660000000000001
1.197,3.030000000000002
1.205,0.8399999999999996
1.213,1.6299999999999997
1.221,3.910000000000002
1.229,5.220000000000002
1.237,5.280000000000003
1.245,4.910000000000004
1.257,5.440000000000002
1.263,6.340000000000002
1.27,5.9700000000000015
1.277,3.630000000000001
1.278,2.220000000000002
1.286,3.5300000000000016
1.294,5.75
1.302,5.629999999999999
1.318,2.089999999999999
1.326,-2.380000000000001
1.334,-4.720000000000001
1.342,-4.409999999999999
1.35,-2.339999999999998
1.358,0.44000000000000217
1.366,2.7800000000000007
1.374,2.72
1.383,-0.47000000000000075
1.391,-4.780000000000002
1.399,-7.310000000000003
1.399,-6.030000000000002
1.407,-1.810000000000001
1.415,2.970000000000001
1.423,5.660000000000003
1.431,5.2200000000000015
1.439,2.2499999999999996
1.447,-1.2200000000000006
1.455,-2.999999999999999
1.463,-1.9699999999999995
1.471,0.8100000000000005
1.479,3.66
1.487,4.56
1.495,2.81
1.503,-0.5600000000000006
1.519,-2.9100000000000006
1.527,-2.81
1.535,-0.8800000000000001
1.543,1.0000000000000002
1.551,1.5900000000000005
1.559,1.25
1.567,0.1899999999999996
1.575,-1.880000000000001
1.583,-4.190000000000002
1.583,-5.31
1.591,-4.720000000000001
1.599,-2.660000000000001
1.607,-0.44000000000000056
1.615,0.029999999999999416
1.623,-2.4700000000000015
1.631,-6.310000000000001
1.639,-7.660000000000002
1.647,-4.750000000000002
1.663,0.11999999999999966
1.663,3.6600000000000006
1.671,4.750000000000002
1.687,4.500000000000002
1.695,4.310000000000003
1.703,4.440000000000003
1.711,4.8400000000000025
1.719,5.3400000000000025
1.727,5.660000000000003
1.735,4.780000000000004
1.743,2.5600000000000023
1.751,0.18999999999999978
1.759,-1.6300000000000014
1.767,-3.7800000000000016
1.775,-5.720000000000003
1.775,-5.410000000000001
1.789,-1.4100000000000006
1.795,4.03
1.803,6.9399999999999995
1.811,5.25
1.819,1.3100000000000003
1.827,-0.4399999999999993
1.835,1.470000000000001
1.843,4.38
1.851,4.94
1.859,2.8100000000000005
1.867,0.630000000000001
1.875,0.9400000000000007
1.883,3.5000000000000004
1.891,6.38
1.899,7.090000000000001
1.907,5.090000000000002
1.915,1.8800000000000008
1.923,-0.6899999999999992
1.933,-1.5599999999999994
1.941,-1.5599999999999996
1.949,-1.2499999999999996
1.957,-0.7799999999999991
1.957,0.7200000000000015
1.973,3.9100000000000037
1.973,8.190000000000003
1.989,11.780000000000003
1.997,12.280000000000003
2.005,8.910000000000004
2.013,2.780000000000002
2.023,-2.7800000000000007
2.023,-4.5
2.039,-1.7800000000000007
2.047,2.38
2.055,4.19
2.063,1.9100000000000001
2.071,-3.5600000000000014
2.079,-8.090000000000002
2.087,-8.000000000000004
2.095,-2.9700000000000015
2.103,1.9099999999999997
2.111,1.3399999999999999
2.119,-3.8400000000000025
2.127,-8.160000000000004
2.135,-7.560000000000002
2.143,-3.410000000000001
2.151,0.3099999999999993
2.151,1.4099999999999997
2.159,0.4099999999999995
2.167,-1.4400000000000008
2.175,-2.5600000000000014
2.183,-1.9700000000000004
2.193,0.5600000000000017
2.201,3.2200000000000024
2.209,3.6900000000000013
2.217,1.5300000000000002
2.225,-1.8800000000000003
2.233,-4.750000000000001
2.241,-6.380000000000001
2.249,-6.380000000000002
2.257,-5.030000000000002
2.273,-2.9100000000000024
