timestamp,Value
1.004,-0.8800000000000003
1.014,-1.3100000000000003
1.024,-1.1900000000000002
1.024,-1.0300000000000005
1.034,-0.8400000000000004
1.034,-0.7800000000000006
1.044,-0.9700000000000006
1.054,-1.0900000000000003
1.064,-1.0900000000000003
1.074,-0.8400000000000003
1.084,-0.6300000000000003
1.084,-0.3700000000000003
1.094,0.08999999999999991
1.104,0.5600000000000004
1.114,0.6900000000000002
1.124,0.36999999999999994
1.134,-0.4400000000000005
1.134,-1.6900000000000015
1.154,-3.090000000000001
1.154,-4.22
1.164,-4.75
1.174,-4.530000000000001
1.174,-3.9699999999999998
1.184,-3.7800000000000007
1.194,-4.0600000000000005
1.204,-4.0600000000000005
1.214,-3.4100000000000006
1.214,-2.500000000000001
1.224,-1.4700000000000006
1.234,-0.47000000000000036
1.244,0.4399999999999997
1.254,0.8099999999999998
1.254,0.31
1.264,-0.5899999999999997
1.274,-0.9699999999999996
1.284,-0.24999999999999983
1.294,1.12
1.294,2.41
1.304,2.84
1.314,2.31
1.329,1.81
1.333,2.0000000000000004
1.333,2.5599999999999996
1.343,2.5000000000000004
1.353,1.7200000000000004
1.363,0.7200000000000004
1.373,0.06000000000000042
1.383,0.22000000000000025
1.383,1.34
1.393,3.0600000000000005
1.403,4.56
1.403,5.090000000000001
1.413,4.440000000000003
1.423,2.660000000000002
1.433,0.7500000000000017
1.444,-0.11999999999999855
1.449,0.7800000000000018
1.459,2.7800000000000025
1.469,4.5900000000000025
1.469,5.310000000000002
1.479,4.970000000000002
1.489,3.7500000000000018
1.499,2.1600000000000015
1.509,0.5600000000000012
1.509,-0.3099999999999991
1.519,-0.11999999999999893
1.529,0.9100000000000011
1.539,2.310000000000001
1.549,3.2800000000000007
1.559,3.530000000000001
1.559,3.1600000000000015
1.569,2.8400000000000003
1.579,2.4100000000000006
1.589,2.129999999999999
1.589,2.0299999999999994
1.599,1.9999999999999998
1.609,1.8399999999999999
1.619,1.2500000000000002
1.629,0.6600000000000005
1.629,0.44
1.639,0.9099999999999997
1.649,1.7799999999999994
1.659,2.6899999999999995
1.669,2.75
1.679,1.9699999999999995
1.689,0.8799999999999998
1.699,-0.030000000000000193
1.699,-0.8400000000000001
1.709,-1.34
1.719,-1.5300000000000002
1.729,-1.37
1.734,-1.2200000000000002
1.742,-1.2800000000000005
1.75,-1.880000000000001
1.758,-2.8400000000000007
1.778,-3.41
1.778,-3.560000000000001
1.792,-3.1600000000000015
1.8,-2.560000000000001
1.8,-1.9100000000000006
1.808,-1.2500000000000002
1.828,-0.6300000000000004
1.843,-0.12000000000000037
1.843,0.15999999999999956
1.858,0.4699999999999997
1.859,0.7800000000000001
1.859,0.8800000000000003
1.869,0.49999999999999994
1.869,-0.12000000000000027
1.879,-0.7500000000000002
1.889,-1.0900000000000005
1.899,-0.9400000000000001
1.907,-0.3400000000000002
1.915,0.6599999999999998
1.924,2.34
1.924,4.690000000000001
1.934,7.3400000000000025
1.944,8.880000000000003
1.954,8.190000000000003
1.954,5.060000000000001
1.964,0.940000000000002
1.974,-2.3099999999999996
1.979,-3.2199999999999998
1.989,-2.0299999999999994
1.999,-0.1599999999999998
2.009,0.7800000000000002
2.009,0.2500000000000002
2.019,-1.0599999999999996
2.029,-1.9699999999999998
2.039,-1.8399999999999999
2.049,-1.0599999999999998
2.049,-0.18999999999999953
2.059,0.5000000000000003
2.069,0.75
2.079,0.5299999999999996
2.079,-0.12000000000000051
2.089,-0.9100000000000006
2.099,-1.4100000000000006
2.109,-1.1200000000000008
2.119,-0.06000000000000036
2.129,1.3699999999999999
2.129,2.3800000000000003
2.139,2.3400000000000003
2.149,1.09
2.149,-0.63
2.159,-1.8399999999999996
2.169,-2.2799999999999994
2.179,-2.25
2.189,-2.5900000000000007
2.199,-3.280000000000002
2.199,-3.4400000000000017
